HERBAL MIST,GREEN,D2E6D3,210,230,211,123,0.285714285714286,0.862745098039216
DREAMCATCHER,GREEN,C8DFC3,200,223,195,109,0.304347826086957,0.819607843137255
FRENCH MARKET,GREEN,A2C7A3,162,199,163,122,0.248322147651007,0.707843137254902
CHATTY CRICKET,GREEN,89B386,137,179,134,116,0.228426395939086,0.613725490196079
SUCCULENT LEAVES,GREEN,658E64,101,142,100,119,0.173553719008265,0.474509803921569
CLOVER LEAF,GREEN,53734C,83,115,76,109,0.204188481675393,0.374509803921569
CLAIR DE LUNE,GREEN,DBE9DF,219,233,223,137,0.241379310344828,0.886274509803922
SOLITAIRE,GREEN,C6DECF,198,222,207,143,0.266666666666667,0.823529411764706
TAFFY TWIST,GREEN,AAD0BA,170,208,186,145,0.287878787878788,0.741176470588235
GRAND GUSTO,GREEN,86BB9D,134,187,157,146,0.28042328042328,0.629411764705882
PLUMOSA,GREEN,64A281,100,162,129,148,0.25,0.513725490196078
MALLARD GREEN,GREEN,478865,71,136,101,148,0.314009661835749,0.405882352941176
BRUNSWICK,GREEN,236649,35,102,73,154,0.489051094890511,0.268627450980392
ICICLE,GREEN,DDE7DF,221,231,223,132,0.172413793103448,0.886274509803922
TENDERNESS,GREEN,C8DBCE,200,219,206,139,0.208791208791209,0.82156862745098
LIMELIGHT,GREEN,BDD0C3,189,208,195,139,0.168141592920354,0.77843137254902
SILVER LEAF,GREEN,9DB7A5,157,183,165,138,0.152941176470588,0.666666666666667
SLATE GREEN,GREEN,7A9682,122,150,130,137,0.117647058823529,0.533333333333333
PAINTED TURTLE,GREEN,56745F,86,116,95,138,0.148514851485148,0.396078431372549
ROYAL HUNTER GREEN,GREEN,3F5948,63,89,72,141,0.171052631578947,0.298039215686275
HYDRANGEA FLORET,GREEN,E6EAE0,230,234,224,84,0.192307692307692,0.898039215686274
TIDAL FOAM,GREEN,E2E8DF,226,232,223,100,0.163636363636363,0.892156862745098
PINE FROST,GREEN,DEEAE0,222,234,224,130,0.222222222222222,0.894117647058824
PINE WHISPER,GREEN,B3C6B9,179,198,185,139,0.142857142857143,0.73921568627451
BIRCH FOREST,GREEN,899A8B,137,154,139,127,0.0776255707762557,0.570588235294118
ENGLISH IVY,GREEN,6A7B6B,106,123,107,124,0.074235807860262,0.449019607843137
PINE FOREST,GREEN,415241,65,82,65,120,0.115646258503401,0.288235294117647
POETIC LICENSE,GREEN,E4E8E1,228,232,225,94,0.132075471698113,0.896078431372549
MORNING RUSH,GREEN,DEE4DC,222,228,220,105,0.129032258064516,0.87843137254902
SECRET CRUSH,GREEN,D7DFD6,215,223,214,113,0.123287671232877,0.856862745098039
AQUAMARINE DREAM,GREEN,B3C4BA,179,196,186,145,0.125925925925926,0.735294117647059
PARADISE FOUND,GREEN,83988C,131,152,140,146,0.0925110132158591,0.554901960784314
CALABASH CLASH,GREEN,728478,114,132,120,140,0.0731707317073171,0.482352941176471
OBLIGATION,GREEN,54645C,84,100,92,150,0.0869565217391304,0.36078431372549
SPRING RAIN,GREEN,ECF1EC,236,241,236,120,0.151515151515151,0.935294117647059
NORTHERN LIGHTS,GREEN,E6F0EA,230,240,234,144,0.25,0.92156862745098
WATERSCAPE,GREEN,DCECE7,220,236,231,161,0.296296296296296,0.894117647058824
COPENHAGEN,GREEN,ADC8C0,173,200,192,162,0.197080291970803,0.731372549019608
SILVER LAUREL,GREEN,829F96,130,159,150,161,0.131221719457014,0.566666666666667
SALAL LEAVES,GREEN,637D74,99,125,116,159,0.116071428571429,0.43921568627451
BLACK SPRUCE,GREEN,395648,57,86,72,151,0.202797202797203,0.280392156862745
CACTUS BLOSSOM,GREEN,D8E5DD,216,229,221,143,0.2,0.872549019607843
GEYSER,GREEN,C4D7CF,196,215,207,155,0.191919191919192,0.805882352941177
CRYSTAL OASIS,GREEN,AFC7BF,175,199,191,160,0.176470588235294,0.733333333333333
DONNEGAL,GREEN,8CAEA3,140,174,163,161,0.173469387755102,0.615686274509804
PINE RIDGE,GREEN,6D9185,109,145,133,160,0.141732283464567,0.498039215686275
CHRISTMAS IVY,GREEN,477266,71,114,102,163,0.232432432432432,0.362745098039216
MIDNIGHT CLOVER,GREEN,3C574E,60,87,78,160,0.183673469387755,0.288235294117647
SUMMER BREEZE,GREEN,D3E5DB,211,229,219,147,0.257142857142857,0.862745098039216
MALTED MINT,GREEN,BFD6C8,191,214,200,143,0.219047619047619,0.794117647058824
GREEN SILK,GREEN,A2C2B0,162,194,176,146,0.207792207792208,0.698039215686275
CATNIP,GREEN,80AA95,128,170,149,150,0.19811320754717,0.584313725490196
SHEFFIELD,GREEN,638F7B,99,143,123,153,0.181818181818182,0.474509803921569
COUNTRY CLUB,GREEN,3D6C54,61,108,84,149,0.27810650887574,0.331372549019608
BILLIARD GREEN,GREEN,305A4A,48,90,74,157,0.304347826086957,0.270588235294118
ECHO,GREEN,D7E7E0,215,231,224,154,0.25,0.874509803921569
SWEET NOTHINGS,GREEN,BBDBD0,187,219,208,159,0.307692307692308,0.796078431372549
TARREYTON,GREEN,A1CDBF,161,205,191,161,0.305555555555556,0.717647058823529
KEY LARGO,GREEN,7FB6A4,127,182,164,160,0.27363184079602,0.605882352941177
DERBY GREEN,GREEN,599C89,89,156,137,163,0.273469387755102,0.480392156862745
PINEHURST,GREEN,2B7B66,43,123,102,164,0.481927710843374,0.325490196078431
PEACOCK GREEN,GREEN,006A50,0,106,80,165,1,0.207843137254902
BRIGHT LAUGHTER,GREEN,F0EDD1,240,237,209,54,0.508196721311475,0.880392156862745
PINEAPPLE DELIGHT,GREEN,F0E7A9,240,231,169,52,0.702970297029703,0.801960784313726
CANARY YELLOW,GREEN,EFDE75,239,222,117,52,0.792207792207792,0.698039215686275
GOLDEN YARROW,GREEN,E2C74F,226,199,79,49,0.717073170731707,0.598039215686275
GRASS DAISY,GREEN,CEB02A,206,176,42,49,0.661290322580645,0.486274509803922
POLLINATION,GREEN,B8A02A,184,160,42,50,0.628318584070797,0.443137254901961
GIGGLE,GREEN,EFF0D3,239,240,211,62,0.491525423728814,0.884313725490196
LIMITED LIME,GREEN,EAECB9,234,236,185,62,0.573033707865169,0.825490196078431
HIP HOP,GREEN,E4E8A7,228,232,167,64,0.585585585585585,0.782352941176471
MERMAID TEARS,GREEN,D9E6A6,217,230,166,72,0.56140350877193,0.776470588235294
LIME SPLASH,GREEN,CFDB8D,207,219,141,69,0.52,0.705882352941176
GREEN GECKO,GREEN,CDD47F,205,212,127,65,0.497076023391813,0.664705882352941
SLAP HAPPY,GREEN,C9CC4A,201,204,74,61,0.560344827586207,0.545098039215686
OH DAHLING,GREEN,EDEEC5,237,238,197,61,0.546666666666667,0.852941176470588
MYSTIC MELON,GREEN,EDEBB4,237,235,180,58,0.612903225806452,0.817647058823529
LIVELY LAUGH,GREEN,E1DD8E,225,221,142,57,0.58041958041958,0.719607843137255
FORCE OF NATURE,GREEN,D5CE69,213,206,105,56,0.5625,0.623529411764706
PARACHUTE,GREEN,BEB755,190,183,85,56,0.446808510638298,0.53921568627451
MACHINE GREEN,GREEN,A6A23F,166,162,63,58,0.449781659388646,0.449019607843137
BE YOURSELF,GREEN,9B983D,155,152,61,58,0.435185185185185,0.423529411764706
PLAIN AND SIMPLE,GREEN,EBF0D6,235,240,214,72,0.464285714285714,0.890196078431373
DAYDREAM,GREEN,E3EBAE,227,235,174,68,0.603960396039604,0.801960784313726
CURIOUS,GREEN,D9E49E,217,228,158,69,0.564516129032258,0.756862745098039
GOODY GUMDROP,GREEN,CCD87A,204,216,122,68,0.546511627906977,0.662745098039216
BOOGIE BLAST,GREEN,BECE61,190,206,97,69,0.526570048309179,0.594117647058824
HOPSCOTCH,GREEN,AFBB42,175,187,66,66,0.478260869565217,0.496078431372549
LICHEN,GREEN,9AA22B,154,162,43,64,0.580487804878049,0.401960784313726
MEMOIR,GREEN,ECF0DA,236,240,218,71,0.423076923076923,0.898039215686274
PASSIONATE PAUSE,GREEN,EDEFCB,237,239,203,63,0.529411764705883,0.866666666666667
LOTS OF BUBBLES,GREEN,E5ECB7,229,236,183,68,0.582417582417583,0.82156862745098
HIGH HOPES,GREEN,DEEAAA,222,234,170,71,0.60377358490566,0.792156862745098
CLEAN N CRISP,GREEN,D0E798,208,231,152,77,0.622047244094488,0.750980392156863
GLOW WORM,GREEN,BED565,190,213,101,72,0.571428571428572,0.615686274509804
MOJO,GREEN,A8C74D,168,199,77,75,0.521367521367521,0.541176470588235
ALOE ESSENCE,GREEN,ECF1E2,236,241,226,80,0.348837209302326,0.915686274509804
QUIET RAIN,GREEN,E7EFCF,231,239,207,75,0.5,0.874509803921569
MELLOW MINT,GREEN,DDEDBD,221,237,189,80,0.571428571428572,0.835294117647059
FAITH,GREEN,D5EBAC,213,235,172,81,0.611650485436893,0.798039215686275
LIVIN' LARGE,GREEN,C1E089,193,224,137,81,0.583892617449664,0.707843137254902
BE SPONTANEOUS,GREEN,A5CB66,165,203,102,83,0.492682926829268,0.598039215686275
FUNKY FROG,GREEN,98BD3C,152,189,60,77,0.518072289156626,0.488235294117647
LIME MERINGUE,GREEN,E6ECD6,230,236,214,76,0.366666666666667,0.882352941176471
HONEYDEW MELON,GREEN,E6ECCC,230,236,204,71,0.457142857142857,0.862745098039216
ALOE VERA,GREEN,DBE5B9,219,229,185,74,0.458333333333333,0.811764705882353
LETTUCE ALONE,GREEN,CEDDA2,206,221,162,75,0.464566929133858,0.750980392156863
LIME GREEN,GREEN,AEC571,174,197,113,76,0.42,0.607843137254902
ASPARAGUS,GREEN,96AF54,150,175,84,76,0.362549800796813,0.507843137254902
ANTIQUE MOSS,GREEN,7A973B,122,151,59,79,0.438095238095238,0.411764705882353
GREEN TEASE,GREEN,E3EDE0,227,237,224,106,0.26530612244898,0.903921568627451
LILY POND,GREEN,DEEAD8,222,234,216,100,0.3,0.882352941176471
LIME FLIP,GREEN,D2E3CC,210,227,204,104,0.291139240506329,0.845098039215686
BLEACHED SPRUCE,GREEN,BAD7AE,186,215,174,102,0.338842975206612,0.762745098039216
HEARTY HOSTA,GREEN,96BF83,150,191,131,101,0.319148936170213,0.631372549019608
GRASSY MEADOW,GREEN,76A55B,118,165,91,98,0.291338582677165,0.501960784313726
ANTIQUE GREEN,GREEN,588C3A,88,140,58,98,0.414141414141414,0.388235294117647
ALASKAN MIST,GREEN,ECF0E5,236,240,229,82,0.268292682926829,0.919607843137255
SPEARMINT STICK,GREEN,E8F0E2,232,240,226,94,0.318181818181818,0.913725490196078
CHILLED MINT,GREEN,E4EFDE,228,239,222,99,0.346938775510204,0.903921568627451
LANTANA LIME,GREEN,D7ECCD,215,236,205,101,0.449275362318841,0.864705882352941
ALMOST ALOE,GREEN,BFE5B1,191,229,177,104,0.5,0.796078431372549
CELERY SPRIG,GREEN,9ED686,158,214,134,102,0.493827160493827,0.682352941176471
GREEN PEAR,GREEN,79BE58,121,190,88,101,0.439655172413793,0.545098039215686
HINT OF MINT,GREEN,E3EFE1,227,239,225,111,0.304347826086957,0.909803921568627
DEWMIST DELIGHT,GREEN,DCEEDB,220,238,219,117,0.358490566037736,0.896078431372549
APPLEMINT,GREEN,CDEACD,205,234,205,120,0.408450704225352,0.86078431372549
LIME SORBET,GREEN,BEE5BE,190,229,190,120,0.428571428571429,0.82156862745098
MAY APPLE,GREEN,92D599,146,213,153,126,0.443708609271523,0.703921568627451
BERMUDA GRASS,GREEN,6BC271,107,194,113,124,0.416267942583732,0.590196078431373
LEAP FROG,GREEN,41A94F,65,169,79,128,0.444444444444445,0.458823529411765
TINT OF GREEN,GREEN,DAE9DC,218,233,220,128,0.254237288135593,0.884313725490196
PEPPERMINT PATTY,GREEN,D1E6D5,209,230,213,131,0.295774647887324,0.86078431372549
SPRITE TWIST,GREEN,B9DCC3,185,220,195,137,0.333333333333334,0.794117647058824
HEATH GREEN,GREEN,9ACDA9,154,205,169,138,0.337748344370861,0.703921568627451
ELF SHOE,GREEN,68B082,104,176,130,142,0.31304347826087,0.549019607843137
BASIL PESTO,GREEN,529D6E,82,157,110,142,0.313807531380753,0.468627450980392
BLARNEY STONE,GREEN,27944,2,121,68,153,0.967479674796748,0.241176470588235
SEA MIST,GREEN,DBEEE0,219,238,224,136,0.358490566037736,0.896078431372549
SWEET PEA,GREEN,C4EAD5,196,234,213,147,0.475,0.843137254901961
MOUNTAIN MINT,GREEN,A7E0C2,167,224,194,148,0.478991596638655,0.766666666666667
CRYSTAL GEM,GREEN,79D0A7,121,208,167,152,0.480662983425414,0.645098039215686
ARAGON GREEN,GREEN,47BA87,71,186,135,153,0.454545454545455,0.503921568627451
BEANSTALK,GREEN,31AA74,49,170,116,153,0.552511415525114,0.429411764705882
GREEN GLOSS,GREEN,00955E,0,149,94,158,1,0.292156862745098
MAGGIE'S MAGIC,GREEN,DDEEE2,221,238,226,138,0.333333333333333,0.9
JADE SPELL,GREEN,C1E5D5,193,229,213,153,0.409090909090909,0.827450980392157
FLOWERING CACTUS,GREEN,A2D4BD,162,212,189,152,0.36764705882353,0.733333333333333
GREEN BALLOON,GREEN,80C4A9,128,196,169,156,0.365591397849462,0.635294117647059
LAUREL WREATH,GREEN,52A786,82,167,134,157,0.34136546184739,0.488235294117647
LEPRECHAUN,GREEN,29906D,41,144,109,160,0.556756756756757,0.362745098039216
IVY LEAGUE,GREEN,7958,0,121,88,164,1,0.237254901960784
EVENING MIST,BLUE,E3E9E8,227,233,232,170,0.12,0.901960784313725
DEWDROP,BLUE,DDE4E3,221,228,227,171,0.114754098360656,0.880392156862745
WINTER'S BREATH,BLUE,D4DDDD,212,221,221,180,0.116883116883117,0.849019607843137
SMOKE SCREEN,BLUE,ADB6B9,173,182,185,195,0.0789473684210526,0.701960784313725
FELDSPAR,BLUE,858F94,133,143,148,200,0.0655021834061136,0.550980392156863
MIDNIGHT HOUR,BLUE,3B484F,59,72,79,201,0.144927536231884,0.270588235294118
GHOST WHISPERER,BLUE,CBD1D0,203,209,208,170,0.0612244897959184,0.807843137254902
MAIDEN MIST,BLUE,B9C0C0,185,192,192,180,0.0526315789473684,0.73921568627451
MIRROR MIRROR,BLUE,A8B0B2,168,176,178,192,0.0609756097560975,0.67843137254902
PACHYDERM,BLUE,8F989D,143,152,157,201,0.0666666666666667,0.588235294117647
GARRISON GRAY,BLUE,7B8588,123,133,136,194,0.0517928286852589,0.507843137254902
IN THE SHADOWS,BLUE,656E72,101,110,114,198,0.0604651162790698,0.42156862745098
HIGH SALUTE,BLUE,445056,68,80,86,200,0.116883116883117,0.301960784313726
ZEN,BLUE,CFD9DE,207,217,222,200,0.185185185185185,0.841176470588235
KEEPSAKES,BLUE,C0CED6,192,206,214,202,0.211538461538462,0.796078431372549
OCEAN DRIVE,BLUE,B0BEC5,176,190,197,200,0.153284671532847,0.731372549019608
HOW HANDSOME,BLUE,A0AEB8,160,174,184,205,0.144578313253012,0.674509803921569
LOST AT SEA,BLUE,8D9CA7,141,156,167,205,0.128712871287129,0.603921568627451
FREEDOM FOUND,BLUE,657682,101,118,130,205,0.125541125541126,0.452941176470588
GOBLIN,BLUE,525E68,82,94,104,207,0.118279569892473,0.364705882352941
MOONLIT SNOW,BLUE,EAEEEC,234,238,236,150,0.105263157894737,0.925490196078431
BILLOWING CLOUDS,BLUE,D8DEE3,216,222,227,207,0.164179104477612,0.868627450980392
BLUE DOLPHIN,BLUE,BCC5CF,188,197,207,212,0.165217391304348,0.774509803921569
QUICKSILVER,BLUE,939FA9,147,159,169,207,0.11340206185567,0.619607843137255
SHEFFIELD GRAY,BLUE,6B7680,107,118,128,209,0.0893617021276596,0.46078431372549
CAVALRY,BLUE,3F4C5A,63,76,90,211,0.176470588235294,0.3
CALLA LILY,BLUE,E4EAED,228,234,237,200,0.2,0.911764705882353
WINTER HAVEN,BLUE,E1E6EB,225,230,235,210,0.2,0.901960784313725
OCEAN DREAM,BLUE,D4DDE2,212,221,226,201,0.194444444444444,0.858823529411765
BLUE BEARD,BLUE,ABB5C4,171,181,196,216,0.174825174825175,0.719607843137255
PROPHETIC SEA,BLUE,818B9C,129,139,156,218,0.12,0.558823529411765
BLUE ZEPHYR,BLUE,5B6676,91,102,118,216,0.129186602870813,0.409803921568627
ADMIRALTY,BLUE,404E61,64,78,97,215,0.204968944099379,0.315686274509804
ALPINE BLUE,BLUE,DBE4E5,219,228,229,186,0.161290322580645,0.87843137254902
HIGH SIERRA,BLUE,CEDEE2,206,222,226,192,0.256410256410256,0.847058823529412
SCANDINAVIAN SKY,BLUE,C2D3D6,194,211,214,189,0.196078431372549,0.8
MOUNTAIN STREAM,BLUE,96AFB7,150,175,183,195,0.186440677966102,0.652941176470588
BARITONE,BLUE,708E95,112,142,149,191,0.14859437751004,0.511764705882353
AZALEA LEAF,BLUE,4A6871,74,104,113,194,0.20855614973262,0.366666666666667
BLUE BAYBERRY,BLUE,2D5360,45,83,96,195,0.361702127659574,0.276470588235294
SUBTLE BLUE,BLUE,D9E3E5,217,227,229,190,0.1875,0.874509803921569
BREAKWATER,BLUE,D1DEE4,209,222,228,199,0.26027397260274,0.856862745098039
GRACEFUL,BLUE,A8C0CE,168,192,206,202,0.279411764705882,0.733333333333333
AMERICANA,BLUE,7F9DAF,127,157,175,203,0.230769230769231,0.592156862745098
GRANITE FALLS,BLUE,638496,99,132,150,201,0.204819277108434,0.488235294117647
BRIGADE,BLUE,365D73,54,93,115,202,0.36094674556213,0.331372549019608
SHIMMERING SEA,BLUE,2B526A,43,82,106,203,0.422818791946309,0.292156862745098
ICE CASTLES,GRAY,E8EFEC,232,239,236,154,0.17948717948718,0.923529411764706
ARTEMESIA,BLUE,E3EBEA,227,235,234,173,0.166666666666666,0.905882352941176
BLUE SMOKE,BLUE,D7E0E2,215,224,226,191,0.159420289855072,0.864705882352941
CHAMBRAY,BLUE,ADBFC8,173,191,200,200,0.197080291970803,0.731372549019608
CHALKY BLUE,BLUE,7B8F99,123,143,153,200,0.128205128205128,0.541176470588235
SILENT NIGHT,BLUE,526771,82,103,113,199,0.158974358974359,0.382352941176471
SAILOR'S COAT,BLUE,334B58,51,75,88,201,0.266187050359712,0.272549019607843
SHOOTING STAR,BLUE,ECF0EB,236,240,235,108,0.142857142857143,0.931372549019608
ALOOF,BLUE,D4E2E6,212,226,230,193,0.264705882352941,0.866666666666667
DARTMOOR MIST,BLUE,CDDCE3,205,220,227,199,0.282051282051282,0.847058823529412
TWINKLE,BLUE,ADC6D3,173,198,211,201,0.301587301587301,0.752941176470588
SERENE STREAM,BLUE,819DAA,129,157,170,199,0.194312796208531,0.586274509803922
PRUSSIAN BLUE,BLUE,5D7B89,93,123,137,199,0.191304347826087,0.450980392156863
REGATTA BAY,BLUE,2D5367,45,83,103,201,0.391891891891892,0.290196078431373
SUMMER SHOWER,BLUE,E1EAEC,225,234,236,191,0.224489795918368,0.903921568627451
PRELUDE,BLUE,DFEBEE,223,235,238,192,0.306122448979592,0.903921568627451
SIMPLY ELEGANT,BLUE,CEDDE7,206,221,231,204,0.342465753424657,0.856862745098039
CONSTELLATION,BLUE,BCCEDB,188,206,219,205,0.300970873786408,0.798039215686275
DRESDEN DREAM,BLUE,8EA7B9,142,167,185,205,0.234972677595628,0.641176470588235
CANYON BLUE,BLUE,607B8E,96,123,142,205,0.19327731092437,0.466666666666667
BLUE LAVA,BLUE,2E5169,46,81,105,204,0.390728476821192,0.296078431372549
AUSTRIAN ICE,BLUE,DEE6E7,222,230,231,187,0.157894736842105,0.888235294117647
BIT OF HEAVEN,BLUE,CAD7DE,202,215,222,201,0.232558139534884,0.831372549019608
ALWAYS BLUE,BLUE,A2BACB,162,186,203,205,0.282758620689655,0.715686274509804
AMERICAN ANTHEM,BLUE,7595AB,117,149,171,204,0.243243243243243,0.564705882352941
SMOKE BLUE,BLUE,53778F,83,119,143,204,0.265486725663717,0.443137254901961
MOUNTAIN LAKE,BLUE,2D5975,45,89,117,203,0.444444444444445,0.317647058823529
CELESTIAL BLUE,BLUE,2C4D69,44,77,105,208,0.409395973154362,0.292156862745098
GLASSINE,BLUE,D7E2E5,215,226,229,193,0.212121212121212,0.870588235294118
BLUE PEARL,BLUE,C5D9E3,197,217,227,200,0.348837209302325,0.831372549019608
SONATA,BLUE,ABC8D8,171,200,216,201,0.365853658536585,0.758823529411765
ARABELLA,BLUE,82ACC4,130,172,196,202,0.358695652173913,0.63921568627451
VANITY,BLUE,5692B2,86,146,178,201,0.373983739837398,0.517647058823529
COSMIC DUST,BLUE,347699,52,118,153,201,0.492682926829268,0.401960784313726
BLUE FLAME,BLUE,005E88,0,94,136,199,1,0.266666666666667
BABY'S BREATH,BLUE,D8E4E8,216,228,232,195,0.258064516129032,0.87843137254902
MAGIC WAND,BLUE,C3D9E4,195,217,228,200,0.379310344827586,0.829411764705882
BLUE BOWS,BLUE,A4C3D7,164,195,215,204,0.389312977099237,0.743137254901961
SERENE SEA,BLUE,78A7C3,120,167,195,202,0.384615384615385,0.617647058823529
COSMOPOLITAN,BLUE,528BAB,82,139,171,202,0.351778656126482,0.496078431372549
BLUE OASIS,BLUE,296D93,41,109,147,202,0.563829787234043,0.368627450980392
STUNNING SAPPHIRE,BLUE,185887,24,88,135,205,0.69811320754717,0.311764705882353
FILIGREE,BLUE,DFE7E8,223,231,232,187,0.163636363636363,0.892156862745098
SENTIMENTAL LADY,BLUE,C4D3DC,196,211,220,203,0.25531914893617,0.815686274509804
HEAVENLY BLUE,BLUE,A3BBCD,163,187,205,206,0.295774647887324,0.72156862745098
WALDEN POND,BLUE,789BB6,120,155,182,206,0.298076923076923,0.592156862745098
STORMY RIDGE,BLUE,507B9A,80,123,154,205,0.316239316239316,0.458823529411765
ANIMATION,BLUE,1D5C83,29,92,131,203,0.6375,0.313725490196078
SINGING THE BLUES,BLUE,2B4D68,43,77,104,207,0.414965986394558,0.288235294117647
HARBOR MIST,BLUE,DAE1E3,218,225,227,193,0.138461538461538,0.872549019607843
MAGICAL,BLUE,C1CEDA,193,206,218,209,0.252525252525253,0.805882352941177
RENDEZVOUS,BLUE,ABBED0,171,190,208,209,0.282442748091603,0.743137254901961
KALEIDOSCOPE,BLUE,8DA8BE,141,168,190,207,0.273743016759777,0.649019607843137
BLUE BEADS,BLUE,5A809E,90,128,158,206,0.274193548387097,0.486274509803922
CHINESE PORCELAIN,BLUE,3A5F7D,58,95,125,207,0.366120218579235,0.358823529411765
BLUE TANG,BLUE,2A4B6E,42,75,110,211,0.447368421052632,0.298039215686275
CITYSCAPE,BLUE,DAE3E7,218,227,231,198,0.213114754098361,0.880392156862745
SLEEP BABY SLEEP,BLUE,BED1E1,190,209,225,207,0.368421052631579,0.813725490196078
EVERLASTING,BLUE,A1BED9,161,190,217,209,0.424242424242424,0.741176470588235
BLUE PROMISE,BLUE,729CC2,114,156,194,209,0.396039603960396,0.603921568627451
SHIP'S HARBOR,BLUE,4F84AF,79,132,175,207,0.377952755905512,0.498039215686275
STARRY NIGHT,BLUE,286492,40,100,146,206,0.56989247311828,0.364705882352941
BRILLIANT BLUE,BLUE,234E86,35,78,134,214,0.585798816568047,0.331372549019608
HARBOR LIGHT,BLUE,D7E0E7,215,224,231,206,0.25,0.874509803921569
STRATOSPHERE,BLUE,C7D3E0,199,211,224,211,0.28735632183908,0.829411764705882
BLUE THISTLE,BLUE,ADC0D6,173,192,214,212,0.333333333333333,0.758823529411765
ALASKAN BLUE,BLUE,7E9EC2,126,158,194,212,0.357894736842105,0.627450980392157
SHRINKING VIOLET,BLUE,5D84B1,93,132,177,212,0.35,0.529411764705882
TEENY BIKINI,BLUE,326395,50,99,149,210,0.49748743718593,0.390196078431373
DRAGONFLY,BLUE,314A76,49,74,118,218,0.413173652694611,0.327450980392157
ELUSIVE BLUE,BLUE,DDE4E8,221,228,232,202,0.192982456140351,0.888235294117647
MEMORY LANE,BLUE,C7D1DB,199,209,219,210,0.217391304347826,0.819607843137255
PAGEANT SONG,BLUE,B6C3D1,182,195,209,211,0.226890756302521,0.766666666666667
STERLING SILVER,BLUE,9EAFC2,158,175,194,212,0.227848101265823,0.690196078431373
SILVER BLUEBERRY,BLUE,6C8096,108,128,150,211,0.166666666666667,0.505882352941176
BLUE FJORD,BLUE,4C6177,76,97,119,211,0.220512820512821,0.382352941176471
BLUEBERRY PIE,BLUE,314D67,49,77,103,209,0.355263157894737,0.298039215686275
WINDSWEPT,BLUE,E8ECEE,232,236,238,200,0.15,0.92156862745098
ICEBERG,BLUE,DAE4EE,218,228,238,210,0.370370370370371,0.894117647058824
BLUSTERY DAY,BLUE,D6DFE7,214,223,231,208,0.261538461538461,0.872549019607843
SAILOR BOY,BLUE,AEBBD0,174,187,208,217,0.265625,0.749019607843137
BLUEBERRY MUFFIN,BLUE,8290A6,130,144,166,217,0.168224299065421,0.580392156862745
BLUE CLOUD,BLUE,627188,98,113,136,216,0.162393162393162,0.458823529411765
ANNAPOLIS BLUE,BLUE,384A66,56,74,102,217,0.291139240506329,0.309803921568627
JANUARY DAWN,BLUE,DFE2E5,223,226,229,210,0.103448275862069,0.886274509803922
TWINKLE BLUE,BLUE,D0D7DF,208,215,223,212,0.189873417721519,0.845098039215686
NORTHERN EXPOSURE,BLUE,BFC7D4,191,199,212,217,0.196261682242991,0.790196078431373
INNUENDO,BLUE,A4B0C4,164,176,196,218,0.213333333333333,0.705882352941177
EVENING HUSH,BLUE,7B8CA8,123,140,168,217,0.205479452054794,0.570588235294118
STAINED GLASS,BLUE,556682,85,102,130,217,0.209302325581395,0.42156862745098
VICTORY BLUE,BLUE,3A405A,58,64,90,229,0.216216216216216,0.290196078431373
BRIGHT STAR,BLUE,DDE2E6,221,226,230,207,0.152542372881356,0.884313725490196
ASTER PETAL,BLUE,D4DAE2,212,218,226,214,0.194444444444444,0.858823529411765
BLUE OPAL,BLUE,BBC6D9,187,198,217,218,0.283018867924528,0.792156862745098
EASTER EGG,BLUE,99AAC8,153,170,200,218,0.299363057324841,0.692156862745098
KIMONO,BLUE,6D86B6,109,134,182,219,0.333333333333333,0.570588235294118
BLUE ODYSSEY,BLUE,4F6997,79,105,151,218,0.31304347826087,0.450980392156863
DARING INDIGO,BLUE,374874,55,72,116,223,0.35672514619883,0.335294117647059
ARCTIC DAWN,BLUE,E3E5E8,227,229,232,216,0.0980392156862746,0.9
WINDSOR HAZE,BLUE,DCDFE5,220,223,229,220,0.147540983606557,0.880392156862745
DEBONAIRE,BLUE,CBD0DD,203,208,221,223,0.209302325581396,0.831372549019608
LOVELY LILAC,BLUE,A7B0CC,167,176,204,225,0.266187050359712,0.727450980392157
SKYSAIL BLUE,BLUE,818DB3,129,141,179,226,0.247524752475247,0.603921568627451
BLUEBERRY PATCH,BLUE,627099,98,112,153,225,0.219123505976096,0.492156862745098
BLUE JEWEL,BLUE,465383,70,83,131,227,0.303482587064677,0.394117647058824
BASHFUL,BLUE,E3EDED,227,237,237,180,0.217391304347827,0.909803921568627
DIAMOND BLUE,BLUE,CFE4EE,207,228,238,199,0.476923076923077,0.872549019607843
ARIEL,BLUE,AED7EA,174,215,234,199,0.588235294117647,0.8
HORIZON HAZE,BLUE,80C1E2,128,193,226,200,0.628205128205128,0.694117647058824
MYSTIC BLUE,BLUE,48A8D0,72,168,208,198,0.591304347826087,0.549019607843137
BELLFLOWER,BLUE,1993BE,25,147,190,196,0.767441860465116,0.42156862745098
NEPTUNE,BLUE,007DAC,0,125,172,196,1,0.337254901960784
AIRY,BLUE,DAE6E9,218,230,233,192,0.254237288135593,0.884313725490196
GODDESS,BLUE,D0E1E8,208,225,232,198,0.342857142857143,0.862745098039216
FLEMISH BLUE,BLUE,ADD0E0,173,208,224,199,0.451327433628319,0.77843137254902
HARBOR SKY,BLUE,7EB6D0,126,182,208,199,0.465909090909091,0.654901960784314
