APRICOT CREAM,RED,EEDED8,238,222,216,16,0.392857142857143,0.890196078431373
BIRTHDAY CAKE,RED,E9D2CC,233,210,204,12,0.397260273972602,0.856862745098039
REINDEER,RED,DAC0BA,218,192,186,11,0.30188679245283,0.792156862745098
PARFAIT,RED,C8A6A1,200,166,161,8,0.261744966442953,0.707843137254902
FERRIS WHEEL,RED,AD7D76,173,125,118,8,0.251141552511416,0.570588235294118
CANYON STONE,RED,93625B,147,98,91,8,0.235294117647059,0.466666666666667
SWEET SPICEBERRY,RED,7B453E,123,69,62,7,0.32972972972973,0.362745098039216
WINTER PEACH,RED,EBD9D0,235,217,208,20,0.402985074626865,0.868627450980392
CHINA SILK,RED,E3D1CC,227,209,204,13,0.291139240506329,0.845098039215686
KANGAROO PAW,RED,DECAC5,222,202,197,12,0.274725274725275,0.82156862745098
VELVETEEN CRUSH,RED,CDAEA5,205,174,165,14,0.285714285714286,0.725490196078432
BEDFORD BROWN,RED,AA8880,170,136,128,11,0.19811320754717,0.584313725490196
RASPBERRY TRUFFLE,RED,8A5D55,138,93,85,9,0.237668161434978,0.437254901960784
WARM MAHOGANY,RED,6D4741,109,71,65,8,0.252873563218391,0.341176470588235
IRISH CREAM,RED,EFE7DF,239,231,223,30,0.333333333333333,0.905882352941177
WISTFUL BEIGE,RED,EADDD7,234,221,215,19,0.311475409836065,0.880392156862745
BELLE OF THE BALL,RED,E3CBC0,227,203,192,19,0.384615384615384,0.82156862745098
JUST ROSEY,RED,C4A295,196,162,149,17,0.284848484848485,0.676470588235294
CAPPUCINO BOMBE,RED,B4897D,180,137,125,13,0.268292682926829,0.598039215686275
SAFARI BROWN,RED,976C60,151,108,96,13,0.222672064777328,0.484313725490196
BIGFOOT,RED,715145,113,81,69,16,0.241758241758242,0.356862745098039
BUTTER ICING,RED,EFE3D9,239,227,217,27,0.407407407407408,0.894117647058824
CORAL CREAM,RED,EAD6CE,234,214,206,17,0.4,0.862745098039216
GINGER SHORTBREAD,RED,E3CEC6,227,206,198,17,0.341176470588235,0.833333333333333
SANDPAPER,RED,D7B1A5,215,177,165,14,0.384615384615385,0.745098039215686
BIG CYPRESS,RED,B98675,185,134,117,15,0.326923076923077,0.592156862745098
APPLE BROWN BETTY,RED,9C6757,156,103,87,14,0.283950617283951,0.476470588235294
WARM WASSAIL,RED,864F3E,134,79,62,14,0.36734693877551,0.384313725490196
POLO TAN,RED,F4E5DD,244,229,221,21,0.511111111111112,0.911764705882353
SPICE COOKIE,RED,F0DED3,240,222,211,23,0.491525423728814,0.884313725490196
PALE CORAL,RED,F2D1C4,242,209,196,17,0.638888888888889,0.858823529411765
GEORGIA PEACH,RED,ECBDB0,236,189,176,13,0.612244897959184,0.807843137254902
ORANGE ESSENTIAL,RED,D1907C,209,144,124,14,0.480225988700565,0.652941176470588
CRUSHED CINNAMON,RED,B7735E,183,115,94,14,0.381974248927039,0.543137254901961
ANCIENT COPPER,RED,9F543E,159,84,62,14,0.438914027149321,0.433333333333333
AUBERGINE,RED,F2E4DD,242,228,221,20,0.446808510638297,0.907843137254902
PINK CHABLIS,RED,F4DED9,244,222,217,11,0.551020408163266,0.903921568627451
TEXAS ROSE,RED,F1D2C9,241,210,201,14,0.588235294117647,0.866666666666667
PEACH BEIGE,RED,ECBCB2,236,188,178,10,0.604166666666667,0.811764705882353
HOLLAND TILE,RED,DD9789,221,151,137,10,0.552631578947369,0.701960784313725
SAHARA SUN,RED,C67363,198,115,99,10,0.464788732394366,0.582352941176471
RUM RAISIN,RED,A4493D,164,73,61,7,0.457777777777778,0.441176470588235
CHANTILLY LACE,RED,F1E2DE,241,226,222,13,0.404255319148936,0.907843137254902
FIESTA,RED,EDD8D2,237,216,210,13,0.428571428571429,0.876470588235294
HONEYSWEET,RED,E9CFC8,233,207,200,13,0.428571428571428,0.849019607843137
SWEET PEACH,RED,E2BCB3,226,188,179,11,0.447619047619048,0.794117647058824
MEXICAN MOONLIGHT,RED,C99387,201,147,135,11,0.379310344827586,0.658823529411765
CINNABAR,RED,AE6456,174,100,86,10,0.352,0.509803921568627
CEDAR CHEST,RED,91493E,145,73,62,8,0.400966183574879,0.405882352941176
SIESTA SANDS,RED,F1E6E0,241,230,224,21,0.377777777777778,0.911764705882353
SLIGHTLY PEACH,RED,F1DDD8,241,221,216,12,0.471698113207547,0.896078431372549
COOL CANTALOUPE,RED,F1D3CA,241,211,202,14,0.582089552238806,0.868627450980392
ADORABLE,RED,E3BEB0,227,190,176,16,0.476635514018691,0.790196078431373
COPPER TRAIL,RED,C18978,193,137,120,14,0.370558375634518,0.613725490196079
AMARETTO,RED,AB6F60,171,111,96,12,0.308641975308642,0.523529411764706
BAKED BEAN,RED,8C4F42,140,79,66,11,0.359223300970874,0.403921568627451
PINE HUTCH,RED,ECDBD2,236,219,210,21,0.40625,0.874509803921569
BARE BEIGE,RED,E8D3C9,232,211,201,19,0.402597402597402,0.849019607843137
AU NATUREL,RED,E8CAC0,232,202,192,15,0.465116279069767,0.831372549019608
SUMMER TAN,RED,E0B4A4,224,180,164,16,0.491803278688525,0.76078431372549
COPPER BEECH,RED,B1715A,177,113,90,16,0.358024691358025,0.523529411764706
WARM UP,RED,9E6654,158,102,84,15,0.305785123966942,0.474509803921569
BURLED REDWOOD,RED,8F4C3A,143,76,58,13,0.422885572139304,0.394117647058824
CANDY MIX,RED,F3DFE3,243,223,227,348,0.454545454545454,0.913725490196078
BRITTANY'S BOW,RED,F3D8E0,243,216,224,342,0.529411764705882,0.9
MOUNTAIN LAUREL,RED,F4C8D5,244,200,213,342,0.666666666666667,0.870588235294118
TICKLED PINK,RED,EFA7BF,239,167,191,340,0.692307692307692,0.796078431372549
ROSE GLORY,RED,E585A5,229,133,165,340,0.648648648648649,0.709803921568628
PARIS PINK,RED,DA6D91,218,109,145,340,0.595628415300547,0.641176470588235
PANAMA ROSE,RED,C6577C,198,87,124,340,0.493333333333333,0.558823529411765
PINK BOOTIES,RED,EFE1E4,239,225,228,347,0.304347826086957,0.909803921568627
BLUSHING BRIDE,RED,F0D6DD,240,214,221,344,0.464285714285714,0.890196078431373
PALE PRIMROSE,RED,EEC8D3,238,200,211,343,0.527777777777778,0.858823529411765
GARDEN PARTY,RED,E3A4B8,227,164,184,341,0.529411764705882,0.766666666666667
PRIMROSE,RED,D6859F,214,133,159,341,0.496932515337423,0.680392156862745
GERANIUM PINK,RED,C66787,198,103,135,340,0.454545454545455,0.590196078431373
FUCHSIA FLOCK,RED,AB446B,171,68,107,337,0.430962343096234,0.468627450980392
BALLERINA,RED,F0DEE0,240,222,224,353,0.375,0.905882352941177
CRADLE PINK,RED,F1D3D9,241,211,217,348,0.517241379310345,0.886274509803922
ROSE MELODY,RED,ECBFC9,236,191,201,347,0.542168674698795,0.837254901960784
BRANDYWINE,RED,E69DAD,230,157,173,347,0.59349593495935,0.758823529411765
RAZZBERRIES,RED,D1768C,209,118,140,345,0.497267759562841,0.641176470588235
CHERRY PINK,RED,C7607B,199,96,123,344,0.47906976744186,0.57843137254902
HEART'S DESIRE,RED,AC3E5F,172,62,95,342,0.47008547008547,0.458823529411765
GAIETY,RED,F4E4E5,244,228,229,356,0.421052631578948,0.925490196078431
PLEASING PINK,RED,F5CDD2,245,205,210,353,0.666666666666667,0.882352941176471
POWDER ROSE,RED,F5B3BC,245,179,188,352,0.767441860465117,0.831372549019608
PINK PUNCH,RED,F392A0,243,146,160,351,0.801652892561983,0.762745098039216
CHERRY BRANDY,RED,E26B81,226,107,129,349,0.672316384180791,0.652941176470588
KENNY'S KISS,RED,D45871,212,88,113,348,0.590476190476191,0.588235294117647
CALIFORNIA WINE,RED,CA4B65,202,75,101,348,0.545064377682403,0.543137254901961
FRESCO,RED,F4DBD9,244,219,217,4,0.551020408163266,0.903921568627451
KENDALL ROSE,RED,F7CCCD,247,204,205,359,0.728813559322034,0.884313725490196
PRECIOUS PINK,RED,F6B5B6,246,181,182,359,0.783132530120482,0.837254901960784
PRIMROSE GARDEN,RED,F3949B,243,148,155,356,0.798319327731092,0.766666666666667
BLEEDING HEART,RED,E66A77,230,106,119,354,0.71264367816092,0.658823529411765
CRANBERRY SPLASH,RED,DA5265,218,82,101,352,0.647619047619048,0.588235294117647
CALYPSO BERRY,RED,C53A4B,197,58,75,353,1,0.5
LOVER'S KNOT,RED,F2DBDB,242,219,219,0,0.469387755102041,0.903921568627451
BLUSHING SENORITA,RED,F3CACB,243,202,203,359,0.630769230769231,0.872549019607843
JAGUAR ROSE,RED,F1B3B6,241,179,182,357,0.688888888888889,0.823529411764706
PINK FLAMBE,RED,E68E96,230,142,150,355,0.63768115942029,0.729411764705882
MEXICAN CHILE,RED,D16D76,209,109,118,355,0.520833333333333,0.623529411764706
SALSA DIANE,RED,BB4F5C,187,79,92,353,0.442622950819672,0.52156862745098
RED LICORICE,RED,A83E4C,168,62,76,352,0.460869565217391,0.450980392156863
SCENTED VALENTINE,RED,F3D9D6,243,217,214,6,0.547169811320754,0.896078431372549
LADY PINK,RED,F3D2CF,243,210,207,5,0.6,0.882352941176471
SILVER STRAWBERRY,RED,F2C1C0,242,193,192,1,0.657894736842105,0.850980392156863
RIVER ROUGE,RED,EC9B9D,236,155,157,359,0.680672268907563,0.766666666666667
RED CEDAR,RED,D87678,216,118,120,359,0.556818181818182,0.654901960784314
BONFIRE,RED,C3585C,195,88,92,358,0.47136563876652,0.554901960784314
RED GUMBALL,RED,AC3A3E,172,58,62,358,0.495652173913044,0.450980392156863
ROCKABYE BABY,RED,F4E4E0,244,228,224,12,0.476190476190477,0.91764705882353
FROSTED TULIP,RED,F6D8D7,246,216,215,2,0.63265306122449,0.903921568627451
ROSEWINE,RED,F7C2BF,247,194,191,3,0.777777777777778,0.858823529411765
SALMON PINK,RED,F6A09D,246,160,157,2,0.83177570093458,0.790196078431373
SIESTA ROSE,RED,EC7878,236,120,120,0,0.753246753246753,0.698039215686275
BRIQUETTE,RED,E15F65,225,95,101,357,0.684210526315789,0.627450980392157
BURNT RED,RED,C6494C,198,73,76,359,0.523012552301255,0.531372549019608
FLORAL LINEN,RED,F5E2DE,245,226,222,10,0.534883720930233,0.915686274509804
PINK SANGRIA,RED,F6DBD3,246,219,211,14,0.660377358490567,0.896078431372549
ROSE PINK,RED,F7CAC1,247,202,193,10,0.771428571428572,0.862745098039216
RIVIERA ROSE,RED,F7B1A6,247,177,166,8,0.835051546391753,0.809803921568628
SMOKED SALMON,RED,EE867D,238,134,125,5,0.768707482993197,0.711764705882353
WET CORAL,RED,D1584C,209,88,76,5,0.591111111111111,0.558823529411765
TEABERRY BLOSSOM,RED,B44940,180,73,64,5,0.475409836065574,0.47843137254902
LIMOGE PINK,RED,F3E0DB,243,224,219,13,0.5,0.905882352941176
BALLET SLIPPER,RED,F2DBD6,242,219,214,11,0.518518518518518,0.894117647058824
SONIA ROSE,RED,F3C8C2,243,200,194,7,0.671232876712329,0.856862745098039
SOFT SALMON,RED,EAAAA2,234,170,162,7,0.631578947368421,0.776470588235294
CRANAPPLE,RED,DB8079,219,128,121,4,0.576470588235294,0.666666666666667
FIRECRACKER,RED,C26157,194,97,87,6,0.467248908296943,0.550980392156863
RUM PUNCH,RED,AA423A,170,66,58,4,0.491228070175439,0.447058823529412
SWIRLING SMOKE,ORANGE,CECAC1,206,202,193,42,0.117117117117117,0.782352941176471
GHOST WRITER,ORANGE,BCB7AD,188,183,173,40,0.100671140939597,0.707843137254902
HOT STONE,ORANGE,ABA89E,171,168,158,46,0.0718232044198894,0.645098039215686
LAZY AFTERNOON,ORANGE,97928B,151,146,139,35,0.0545454545454546,0.568627450980392
COOL CHARCOAL,ORANGE,807B76,128,123,118,30,0.040650406504065,0.482352941176471
BARK,ORANGE,5F5854,95,88,84,22,0.0614525139664805,0.350980392156863
SYNCHRONICITY,ORANGE,CFC5B6,207,197,182,36,0.206611570247934,0.762745098039216
DISCOVER,ORANGE,BDB0A0,189,176,160,33,0.180124223602485,0.684313725490196
DIVERSION,ORANGE,A99A89,169,154,137,32,0.156862745098039,0.6
THUNDERBIRD,ORANGE,8C7B6C,140,123,108,28,0.129032258064516,0.486274509803922
CABIN FEVER,ORANGE,5E5349,94,83,73,29,0.125748502994012,0.327450980392157
HOURGLASS,ORANGE,E5E0D5,229,224,213,41,0.235294117647059,0.866666666666667
INTUITIVE,ORANGE,CFC6BC,207,198,188,32,0.165217391304348,0.774509803921569
SILVER DOLLAR,ORANGE,BDB6AE,189,182,174,32,0.102040816326531,0.711764705882353
ROCK SLIDE,ORANGE,A1968C,161,150,140,29,0.100478468899521,0.590196078431373
EIFFEL TOWER,ORANGE,998E83,153,142,131,30,0.0973451327433629,0.556862745098039
GRANITE,ORANGE,746A5E,116,106,94,33,0.104761904761905,0.411764705882353
STAR ANISE,ORANGE,5C5042,92,80,66,32,0.164556962025316,0.309803921568627
SWEET GARDENIA,ORANGE,EFE4DA,239,228,218,29,0.39622641509434,0.896078431372549
SABLEWOOD,ORANGE,ECDFD6,236,223,214,25,0.366666666666667,0.882352941176471
SULTAN SAND,ORANGE,E3C9BE,227,201,190,18,0.397849462365591,0.817647058823529
SUNTAN,ORANGE,D9B19F,217,177,159,19,0.432835820895522,0.737254901960784
TERRAZZO TAN,ORANGE,BE8973,190,137,115,18,0.365853658536585,0.598039215686275
NUTMEG,ORANGE,A8715A,168,113,90,18,0.30952380952381,0.505882352941176
SPICED CIDER,ORANGE,915B41,145,91,65,20,0.380952380952381,0.411764705882353
NOSEGAY,ORANGE,EFDBCD,239,219,205,25,0.515151515151515,0.870588235294118
SCOTCHTONE,ORANGE,EBCCB9,235,204,185,23,0.555555555555555,0.823529411764706
STARFISH,ORANGE,E5BCA5,229,188,165,22,0.551724137931034,0.772549019607843
ORANGE MAPLE,ORANGE,D3A083,211,160,131,22,0.476190476190476,0.670588235294118
HONEY GRAHAM,ORANGE,BC886A,188,136,106,22,0.37962962962963,0.576470588235294
FOXFIRE BROWN,ORANGE,9F6949,159,105,73,22,0.370689655172414,0.454901960784314
CINNAMON SPICE,ORANGE,935F43,147,95,67,21,0.373831775700935,0.419607843137255
CANYON PEACH,ORANGE,EEDACB,238,218,203,26,0.507246376811594,0.864705882352941
BLUSH BEIGE,ORANGE,EDD5C7,237,213,199,22,0.513513513513514,0.854901960784314
TANTALIZING TAN,ORANGE,E7C3AC,231,195,172,23,0.551401869158878,0.790196078431373
CLAY FIRE,ORANGE,D8A686,216,166,134,23,0.5125,0.686274509803922
HITCHING POST,ORANGE,C48D69,196,141,105,24,0.435406698564593,0.590196078431373
GINGER SPICE,ORANGE,A66E49,166,110,73,24,0.389121338912134,0.468627450980392
CINNAMON STICK,ORANGE,966544,150,101,68,24,0.376146788990826,0.427450980392157
SOUTH PEAK,ORANGE,EADFD2,234,223,210,33,0.363636363636363,0.870588235294118
ENJOY,ORANGE,EAD4C4,234,212,196,25,0.475,0.843137254901961
BIRTHDAY SUIT,ORANGE,E2C7B6,226,199,182,23,0.431372549019608,0.8
CINNAMON ICE,ORANGE,DBBBA7,219,187,167,23,0.419354838709677,0.756862745098039
COOL CLAY,ORANGE,BA947B,186,148,123,24,0.313432835820896,0.605882352941176
PRAIRIE FIRE,ORANGE,996E5A,153,110,90,19,0.259259259259259,0.476470588235294
SPICED CINNAMON,ORANGE,805B48,128,91,72,20,0.28,0.392156862745098
ALMOND ROCA,ORANGE,F0E8E0,240,232,224,30,0.347826086956522,0.909803921568627
SANDY BEACH,ORANGE,E9DAD2,233,218,210,21,0.343283582089552,0.868627450980392
WILD RICE,ORANGE,D5BFB4,213,191,180,20,0.282051282051282,0.770588235294118
MALTED MILK,ORANGE,E8D9CE,232,217,206,25,0.361111111111111,0.858823529411765
MOROCCAN MOONLIGHT,ORANGE,EAE0D4,234,224,212,33,0.34375,0.874509803921569
BERMUDA SAND,ORANGE,DACBBF,218,203,191,27,0.267326732673267,0.801960784313726
INDIAN MUSLIN,ORANGE,EAE3D8,234,227,216,37,0.3,0.882352941176471
CASUAL ELEGANCE,ORANGE,DFD5C8,223,213,200,34,0.264367816091954,0.829411764705882
ASH,ORANGE,E4DED5,228,222,213,36,0.217391304347826,0.864705882352941
GOTTA HAVE IT,ORANGE,D0C2B4,208,194,180,30,0.229508196721311,0.76078431372549
CUPPA COFFEE,ORANGE,B09F8F,176,159,143,29,0.172774869109948,0.625490196078431
LOCOMOTION,ORANGE,988171,152,129,113,25,0.159183673469388,0.519607843137255
WARRIOR,ORANGE,7D685B,125,104,91,23,0.157407407407407,0.423529411764706
GROUND COFFEE,ORANGE,63554B,99,85,75,25,0.137931034482759,0.341176470588235
BERKSHIRE LACE,ORANGE,F0E1CF,240,225,207,33,0.523809523809524,0.876470588235294
SANDPIPER,ORANGE,EBDAC8,235,218,200,31,0.466666666666666,0.852941176470588
PERSUASION,ORANGE,C4AE96,196,174,150,31,0.280487804878049,0.67843137254902
WEATHERED WOOD,ORANGE,B19C86,177,156,134,31,0.21608040201005,0.609803921568628
CHOCOLATE MOMENT,ORANGE,998069,153,128,105,29,0.190476190476191,0.505882352941176
SALTED PRETZEL,ORANGE,816B56,129,107,86,29,0.2,0.42156862745098
COFFEE HOUSE,ORANGE,6C5B4D,108,91,77,27,0.167567567567568,0.362745098039216
COMFORT,ORANGE,E3CEB8,227,206,184,31,0.434343434343434,0.805882352941177
CONFIDENCE,ORANGE,A98A6B,169,138,107,30,0.264957264957265,0.541176470588235
COCOA DELIGHT,ORANGE,8D725A,141,114,90,28,0.220779220779221,0.452941176470588
CHOCOLATE RIPPLE,ORANGE,76604E,118,96,78,27,0.204081632653061,0.384313725490196
